Organism Name,Assembly Identifier,Region,Sum_of_valid_dinucleotide_counts,AA_Count,AA_Rate,AT_Count,AT_Rate,AG_Count,AG_Rate,AC_Count,AC_Rate,TA_Count,TA_Rate,TT_Count,TT_Rate,TG_Count,TG_Rate,TC_Count,TC_Rate,GA_Count,GA_Rate,GT_Count,GT_Rate,GG_Count,GG_Rate,GC_Count,GC_Rate,CA_Count,CA_Rate,CT_Count,CT_Rate,CG_Count,CG_Rate,CC_Count,CC_Rate
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,downstream1,29621,3346,0.1129603997164174,2477,0.083623105229398,2183,0.0736977144593362,1463,0.0493906350224502,1993,0.0672833462746024,2901,0.0979372742311198,2454,0.0828466290807197,1530,0.0516525438033827,2220,0.0749468282637318,1725,0.0582357111508726,1188,0.0401066810708618,1088,0.0367306978157388,2017,0.068093582255832,1686,0.0569190776813747,418,0.0141116100064143,932,0.0314641639377468
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,downstream2,47921,5587,0.1165877172846977,4618,0.0963669372508921,2610,0.0544646397195384,2375,0.0495607353769746,4071,0.0849523173556478,6597,0.1376640721186953,4074,0.0850149203898082,2215,0.0462219068884205,2407,0.0502285010746854,3272,0.0682790425909309,1485,0.0309885019093925,1430,0.029840779616452,3120,0.0651071555268045,2483,0.0518144446067486,424,0.0088478954946683,1153,0.0240604327956428
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,exon,283791,31112,0.1096299741711329,23272,0.0820040099932696,20423,0.0719649319393497,14350,0.0505653808612676,16741,0.0589905951915318,26052,0.0917999513726651,24272,0.0855277299139155,14940,0.0526443756144486,21427,0.0755027467396781,16491,0.0581096652113703,12249,0.0431620453079907,11553,0.0407095362432212,19813,0.0698154627877557,16263,0.057306257069463,4942,0.0174142238478316,9891,0.0348531137351078
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,genome,5089683746,518572811,0.101887,408038205,0.08017,294140741,0.057792,303249726,0.059581,337539176,0.066318,515724228,0.101327,364446548,0.071605,302383987,0.059411,302967664,0.059526,302760521,0.059485,208534386,0.040972,208509624,0.040967,364951363,0.071704,293640303,0.057693,155613287,0.030574,208611176,0.040987
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,intron,3223135,322449,0.100042039815273,274991,0.0853178659907202,188811,0.0585799229632019,177578,0.0550948067642217,218314,0.0677334334429057,356453,0.1105920167786952,268795,0.0833955139949148,179440,0.0556725051851691,179250,0.055613556366705,202640,0.0628704661765641,128921,0.0399986348694671,121581,0.0377213489351206,243799,0.0756403315405653,188927,0.0586159127681589,45853,0.0142262114370015,125333,0.0388854329713151
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,upstream1,42118,4308,0.1022840590721306,3436,0.0815803219526093,2373,0.0563417066337432,2169,0.0514981718030295,2940,0.0698038843249917,5193,0.123296452823021,3424,0.0812954081390379,2377,0.0564366779049337,2357,0.0559618215489814,2872,0.0681893727147537,1527,0.0362552827769599,1519,0.036065340234579,2691,0.0638919226933852,2417,0.0573863906168384,957,0.0227218766323187,1558,0.036991310128686
Acanthoscurria geniculata,GCA_000661875.1_Agen_v1,upstream2,52169,5222,0.1000977592056585,4309,0.0825969445456113,3299,0.0632367881308823,2506,0.0480361900745653,3515,0.0673771780175966,6027,0.1155283789223485,4448,0.0852613621115988,2779,0.0532691828480515,3351,0.0642335486591654,3554,0.0681247484138089,2202,0.0422089746784488,1945,0.0372826774521267,3266,0.0626042285648565,2860,0.0548218290555694,1104,0.0211619927543177,1782,0.0341582165653932
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,downstream1,87714,10108,0.1152381603848872,7539,0.0859497913673986,5606,0.0639122603005221,4538,0.0517363248740223,5440,0.0620197459926579,9574,0.1091501926716373,6645,0.0757575757575757,5223,0.0595457965661125,6254,0.0712999065143534,4263,0.0486011355085847,3173,0.0361743849328499,3058,0.0348633057436669,6465,0.0737054518092892,5178,0.0590327655790409,1327,0.0151287137743119,3323,0.0378844882230886
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,downstream2,176314,23186,0.1315040212348424,18001,0.1020962600814456,8419,0.0477500368660458,8561,0.0485554181743934,14494,0.0822056104450015,26585,0.1507821273409939,11908,0.0675385959141077,10204,0.0578740202139365,8949,0.0507560375239629,8394,0.0476082443821817,4838,0.0274396814773642,4394,0.0249214469639393,11489,0.0651621538845469,10310,0.0584752203455199,1388,0.0078723187041301,5194,0.0294588064475878
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,exon,1066908,120635,0.1130697304734803,88108,0.0825825656945116,70095,0.0656991980564397,58753,0.0550684782567944,54627,0.0512012282221147,94601,0.0886683762798666,89007,0.0834251875513165,61478,0.05762258788949,80436,0.0753916926295425,54146,0.0507503927236462,44404,0.0416193336257671,42858,0.0401702864726855,80854,0.0757834789878789,62835,0.0588944876221754,20342,0.0190663112470803,43729,0.0409866642672095
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,genome,5141380902,595612635,0.115847,576597714,0.112148,277969156,0.054065,261445522,0.050851,505408963,0.098302,594368031,0.115605,318403814,0.06193,291263996,0.056651,292223230,0.056837,260998571,0.050764,160609946,0.031239,146433137,0.028481,318380197,0.061925,277480454,0.05397,103281896,0.020088,160903640,0.031296
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,intron,27856890,3363311,0.120735336931007,3028628,0.1087209663390278,1434552,0.051497205897715,1332805,0.0478447163340918,2610330,0.0937050043992707,3765734,0.1351814219031629,1903589,0.0683345843703299,1541377,0.0553319842954471,1416135,0.0508360768197742,1438539,0.0516403302737671,823252,0.0295529041468735,736203,0.0264280398852851,1769521,0.0635218432495515,1588131,0.0570103482477764,252735,0.0090726208130196,852048,0.0305866160938999
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,upstream1,176198,23397,0.132788113372456,18292,0.1038150262772562,8899,0.0505056811087526,8659,0.0491435771121125,16367,0.0928898171375384,24702,0.1401945538541867,10990,0.0623730121794799,9440,0.0535760905345123,9113,0.0517202238390901,8941,0.0507440493081646,4854,0.0275485533320469,4656,0.0264248175348187,10338,0.0586726296552741,9588,0.0544160546657737,2813,0.0159649939272863,5149,0.0292228061612504
Acanthosepion esculentum,GCA_964036315.1_xcSepEscu2.1,upstream2,176314,20336,0.1153396780743446,15982,0.0906450990845877,10174,0.0577038692332996,8754,0.0496500561498236,12986,0.0736526878183241,21895,0.1241818573681046,12438,0.0705445965720249,10142,0.0575223748539537,10594,0.0600859829622151,9855,0.0558945971391948,6557,0.0371893326678539,5909,0.0335140714860986,11317,0.0641866215955624,9695,0.0549871252424651,3770,0.0213823065666935,5910,0.0335197431854532
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,downstream1,89595,10551,0.1177632680395111,7646,0.0853395836821251,5832,0.0650929181315921,4649,0.0518890563089458,5602,0.0625258105921089,9886,0.1103409788492661,6841,0.0763547072939338,5106,0.0569897873765277,6515,0.0727161113901445,4315,0.048161169708131,3256,0.0363413136893799,3100,0.0346001450973826,6461,0.0721133991852223,5271,0.0588314080026787,1271,0.0141860594899268,3293,0.0367542831631229
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,downstream2,180095,24438,0.1356950498348094,18592,0.1032344040645215,8569,0.0475804436547377,8422,0.0467642077792276,14916,0.0828229545517643,28010,0.1555290263472056,12235,0.0679363669174602,10092,0.0560370915350231,9203,0.051100807906938,8501,0.0472028651545017,4803,0.0266692578916682,4313,0.0239484716399677,11428,0.0634553985396596,10214,0.0567145117854465,1201,0.0066687026291679,5158,0.0286404397679002
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,exon,1085138,123969,0.1142426124603506,90303,0.0832179870210056,71327,0.0657308102748222,59571,0.0548971651531878,56032,0.0516358288070273,96564,0.0889877600821278,90825,0.0836990318282098,62293,0.0574056018681494,81809,0.0753904111735097,54773,0.0504756077107243,44638,0.0411357818083967,43145,0.0397599199364504,82322,0.0758631621047277,64058,0.0590321231032366,19616,0.0180769634829855,43893,0.0404492331850879
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,genome,5154565423,611225634,0.118579,577517750,0.11204,276501672,0.053642,258459862,0.050142,502303839,0.097448,611820469,0.118695,318070136,0.061706,292094242,0.056667,292219836,0.056691,258491324,0.050148,158734025,0.030795,143979224,0.027932,317955257,0.061684,276459537,0.053634,100117998,0.019423,158614618,0.030772
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,intron,27944307,3445077,0.1232836799280798,3046083,0.1090054943928292,1418440,0.0507595339544473,1319426,0.0472162719941489,2626413,0.093987408598109,3909025,0.1398862745102249,1917805,0.0686295423250252,1525435,0.0545883997051707,1398777,0.0500558843702941,1447149,0.0517868988484845,798064,0.0285590907657863,714836,0.0255807381446245,1758764,0.0629381863003437,1576422,0.0564129931724554,224512,0.0080342661566092,818079,0.0292753368333664
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,upstream1,179939,24159,0.1342621666231334,18658,0.1036906951800332,9148,0.0508394511473332,8848,0.0491722194743774,16569,0.0920812052973507,25687,0.1427539332773884,11274,0.0626545662696802,9450,0.0525177976981088,9342,0.0519175942958447,9011,0.0500780820166834,4855,0.0269813659073352,4711,0.0261810947043164,10723,0.0595924174303513,9653,0.0536459577968089,2664,0.0148050172558478,5187,0.0288264356254063
Acanthosepion lycidas,GCA_963932145.1_xcSepLyci1.1,upstream2,180051,21196,0.1177222009319581,16167,0.0897912258193511,10296,0.0571837979239215,9047,0.0502468744966703,13008,0.0722461969108752,22593,0.125481113684456,12894,0.0716130429711581,10161,0.0564340103637302,10823,0.0601107463996312,10039,0.0557564245685944,6743,0.0374505001360725,6032,0.0335016189857318,11637,0.0646316876884882,9838,0.0546400742011985,3762,0.0208940800106636,5815,0.0322964049074984
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,downstream1,87417,10170,0.1163389272109543,7505,0.0858528661473168,5597,0.0640264479449077,4531,0.0518320235194527,5575,0.0637747806490728,9711,0.1110882322660352,6635,0.0759005685393001,5010,0.0573115069151309,6126,0.0700779024674834,4335,0.0495898967020144,3169,0.0362515300227644,3068,0.0350961483464314,6403,0.0732466225104956,5040,0.0576546895912694,1308,0.0149627646796389,3234,0.0369950924877312
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,downstream2,174921,23465,0.1341462717455308,17968,0.1027206567536202,8416,0.048113148221197,8111,0.0463695039474962,14237,0.0813910279497601,27161,0.1552758102229006,11913,0.0681050302708079,9874,0.0564483395361334,9075,0.0518805632256847,8335,0.0476500820370338,4885,0.0279268927115669,4251,0.0243023993688579,11145,0.0637144768209649,9806,0.0560595926160952,1308,0.0074776613442639,4971,0.0284185432280858
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,exon,1058559,120214,0.1135638164712595,88200,0.0833208163172766,69961,0.0660907894600112,57882,0.0546799942185556,54870,0.0518346166817343,94215,0.0890030692668051,88469,0.0835749353602397,60588,0.0572362995355006,79812,0.0753968366430213,53627,0.0506603788735441,43781,0.0413590550928195,42224,0.0398881876210962,80368,0.0759220789771755,61981,0.0585522394122576,19271,0.0182049370890049,43096,0.0407119489796978
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,genome,4785526248,576743365,0.120518,522318178,0.109145,259919234,0.054314,239887754,0.050128,454103049,0.094891,575992944,0.120361,294459193,0.061531,273039552,0.057055,273550329,0.057162,239799741,0.050109,148797014,0.031093,132944214,0.02778,294471514,0.061534,259484171,0.054223,91915872,0.019207,148100124,0.030948
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,intron,26466134,3342634,0.1262985368395701,2817263,0.1064478476531555,1363082,0.0515028753349469,1260192,0.0476152656069828,2404677,0.0908586422180134,3755322,0.1418915962565594,1794264,0.0677947145586129,1446229,0.0546445128706746,1346541,0.0508778879454022,1339994,0.0506305152086058,758707,0.0286670882872428,676440,0.0255587007909806,1689319,0.0638294584316696,1487913,0.0562195067855395,205629,0.0077695140514288,777928,0.0293933371606143
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,upstream1,175120,23589,0.1347019186843307,18111,0.1034205116491548,8927,0.0509764732754682,8451,0.0482583371402466,15851,0.0905150753768844,24961,0.1425365463682046,11004,0.0628369118318867,9377,0.0535461397898583,9047,0.0516617176793056,8775,0.0501084970306075,4855,0.0277238465052535,4604,0.026290543627227,10563,0.0603186386477843,9360,0.0534490634993147,2533,0.0144643672910004,5112,0.0291914116034719
Acanthosepion pharaonis,GCA_903632075.3_SPHA2.0,upstream2,175319,20265,0.1155892972239175,15866,0.0904978924132581,10090,0.0575522333574798,8767,0.0500059890827577,12667,0.0722511536114169,21777,0.1242135763950284,12505,0.0713271237002264,9937,0.0566795384413554,10540,0.0601189831107866,9690,0.055270678021207,6680,0.0381019741157547,5946,0.0339153200736942,11508,0.0656403470245666,9542,0.0544265025467861,3579,0.0204142163713003,5960,0.0339951745104637
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,downstream1,92565,11961,0.1292173067574137,8657,0.0935234699940582,6762,0.0730513693080538,4289,0.046335007832334,6429,0.0694538972613838,8889,0.0960298168854318,6733,0.072738075946632,4699,0.0507643277696753,7997,0.0863933452168746,4520,0.0488305515043483,3931,0.0424674553016799,2823,0.0304974882514989,5744,0.062053692000216,4370,0.0472100686004429,1838,0.0198563171825203,2923,0.0315778101874358
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,downstream2,186065,23773,0.1277671781366726,22775,0.1224034611560476,8425,0.0452798753123908,7601,0.040851315400532,17758,0.0954397656732862,28495,0.1531454061752613,12492,0.0671378281783247,10410,0.0559481901486039,10791,0.0579958616612474,9579,0.051482008975358,4591,0.0246741730040577,3488,0.0187461371026254,10196,0.0547980544433396,8346,0.0448552925053072,2908,0.0156289468734044,4437,0.0238465052535404
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,exon,1206358,151123,0.1252720999902185,107446,0.0890664296999729,87426,0.072471024355954,62385,0.0517135046147163,75783,0.0628196604987905,103883,0.0861129117558801,86044,0.0713254274435946,64302,0.0533025851364188,101166,0.0838606781734775,57948,0.0480354919518086,54184,0.0449153568012149,42365,0.0351180992706974,79596,0.0659804137743522,60729,0.0503407777790672,29111,0.0241313109375492,42867,0.0355342278162867
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,genome,475266345,57061734,0.120063,47588735,0.100131,24216793,0.050954,23442296,0.049325,33765522,0.071045,57039493,0.120016,29822793,0.06275,31685281,0.066668,31600693,0.06649,23430403,0.0493,16448625,0.034609,13787651,0.02901,29881575,0.062873,24254500,0.051033,14779157,0.031097,16461094,0.034636
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,intron,4913243,590434,0.1201719516010097,504697,0.1027217664585285,249823,0.0508468642808833,238448,0.048531692814705,378394,0.0770151201558726,618539,0.1258922060235978,314346,0.0639793309632762,314852,0.064082317931354,306596,0.0624019613929129,249109,0.0507015427488524,159125,0.0323869590818121,137296,0.027944068713882,307978,0.0626832420053313,253786,0.0516534598431219,128832,0.0262213776114879,160988,0.0327661383733717
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,upstream1,186065,23082,0.1240534221911697,19157,0.1029586434848037,9127,0.0490527503829306,9521,0.0511702899524359,14407,0.0774299304006664,23038,0.1238169456910219,12282,0.0660091903367103,11913,0.0640260124150162,11479,0.0616934942090129,9667,0.0519549619756536,5423,0.029145728643216,4896,0.0263133851073549,11878,0.0638379061080805,9830,0.052830999919383,4641,0.0249428962996802,5724,0.0307634428828635
Adalia bipunctata,GCA_910592335.1_icAdaBipu1.1,upstream2,186065,25015,0.1344422647999355,18944,0.1018138822454518,10579,0.056856474887808,9009,0.0484185634052616,14407,0.0774299304006664,21247,0.1141912772418241,11983,0.0644022250288877,10809,0.0580926020476715,12618,0.0678150108832934,9418,0.0506167199634536,6269,0.0336925268051487,5002,0.0268830784940746,11511,0.0618654771182113,8771,0.0471394405180985,4530,0.0243463305833982,5953,0.0319941955768145
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,downstream1,1584,151,0.0953282828282828,110,0.0694444444444444,146,0.0921717171717171,72,0.0454545454545454,75,0.0473484848484848,103,0.0650252525252525,134,0.0845959595959596,71,0.0448232323232323,153,0.096590909090909,84,0.053030303030303,102,0.0643939393939393,90,0.0568181818181818,106,0.0669191919191919,81,0.0511363636363636,47,0.0296717171717171,59,0.0372474747474747
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,downstream2,1990,152,0.0763819095477387,181,0.0909547738693467,112,0.0562814070351758,77,0.0386934673366834,153,0.0768844221105527,291,0.1462311557788944,172,0.0864321608040201,121,0.0608040201005025,119,0.0597989949748743,131,0.0658291457286432,69,0.0346733668341708,74,0.0371859296482412,100,0.050251256281407,132,0.0663316582914572,39,0.0195979899497487,67,0.0336683417085427
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,exon,7617,743,0.0975449652094,553,0.0726007614546409,554,0.0727320467375607,375,0.0492319810949192,315,0.0413548641197321,619,0.0812655901273467,635,0.0833661546540632,445,0.0584219508993041,665,0.0873047131416568,394,0.0517264014703951,460,0.0603912301431009,364,0.0477878429828016,498,0.0653800708940527,450,0.0590783773139031,237,0.0311146120519889,310,0.0406984377051332
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,genome,166185480,13896254,0.083619,12244074,0.073677,10328363,0.06215,8942126,0.053808,10049415,0.060471,14968638,0.090072,12269455,0.07383,9992017,0.060126,9667580,0.058173,9376118,0.05642,9264225,0.055746,8505021,0.051178,11772570,0.07084,10731030,0.064573,4976869,0.029948,9201725,0.05537
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,intron,681,79,0.1160058737151248,60,0.0881057268722467,46,0.0675477239353891,43,0.0631424375917768,59,0.0866372980910425,51,0.0748898678414096,33,0.0484581497797356,47,0.0690161527165932,33,0.0484581497797356,27,0.039647577092511,32,0.0469897209985315,26,0.0381791483113069,57,0.0837004405286343,52,0.0763582966226138,7,0.0102790014684287,29,0.0425844346549192
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,upstream1,796,67,0.0841708542713567,61,0.0766331658291457,52,0.0653266331658291,35,0.0439698492462311,57,0.071608040201005,78,0.0979899497487437,48,0.0603015075376884,47,0.0590452261306532,35,0.0439698492462311,37,0.0464824120603015,40,0.050251256281407,50,0.0628140703517587,56,0.0703517587939698,52,0.0653266331658291,24,0.0301507537688442,57,0.071608040201005
Aeolidia papillosa,GCA_032466315.1_ASM3246631v1,upstream2,2189,241,0.1100959342165372,150,0.0685244403837368,147,0.0671539515760621,105,0.0479671082686158,95,0.0433988122430333,179,0.081772498857926,128,0.0584741891274554,177,0.0808588396528095,171,0.07811786203746,92,0.0420283234353586,115,0.0525354042941982,94,0.0429419826404751,137,0.0625856555504796,157,0.0717222476016445,83,0.0379168570123344,118,0.053905893101873
Agrilus planipennis,GCA_000699045.2_Apla_2.0,downstream1,92723,13224,0.1426183363351056,8653,0.0933209667504287,6246,0.0673619274613634,4780,0.0515513950152605,7841,0.084563700484238,9988,0.1077186889984146,5873,0.0633391930804654,4121,0.044444204781985,6514,0.0702522567216332,4479,0.0483051670027932,3474,0.0374664322767813,2874,0.0309955458731921,5750,0.0620126613677296,4355,0.0469678504793848,1780,0.0191969629973145,2771,0.0298847103739093
Agrilus planipennis,GCA_000699045.2_Apla_2.0,downstream2,183367,26697,0.145593263782469,22361,0.1219466970610851,7995,0.0436010841645443,8680,0.0473367617946522,22356,0.1219194293411573,29489,0.1608195585901498,10515,0.057344015008153,7542,0.041130628739086,7441,0.0405798207965446,9995,0.0545081721356623,3528,0.0192401031810522,3569,0.0194636984844601,9218,0.050270768458883,8067,0.0439937393315045,2511,0.0136938489477386,3403,0.0185584101828573
Agrilus planipennis,GCA_000699045.2_Apla_2.0,exon,1168991,157687,0.134891543219751,104509,0.0894010304613123,81852,0.0700193585750446,62786,0.0537095666262614,85717,0.0733256286831977,113808,0.0973557538081986,80203,0.0686087403581379,53769,0.0459960769586763,86743,0.0742033086653361,58646,0.0501680509088607,47276,0.0404417142646949,40997,0.0350704154266371,76007,0.0650193200803085,56369,0.0482202172642903,25462,0.0217811771005935,37160,0.0317880975986983
Agrilus planipennis,GCA_000699045.2_Apla_2.0,genome,315514858,38830955,0.123072,30714527,0.097347,16464170,0.052182,17425892,0.05523,29066982,0.092126,38792217,0.122949,18245421,0.057827,17274240,0.054749,17286331,0.054788,17413415,0.05519,10049368,0.031851,9597770,0.030419,18250774,0.057844,16459284,0.052166,9587554,0.030387,10055958,0.031872
Agrilus planipennis,GCA_000699045.2_Apla_2.0,intron,2932366,393110,0.134058981723291,312868,0.1066947304667971,145147,0.049498254992726,150861,0.0514468521323736,304256,0.1037578528737545,415682,0.1417565201615351,169568,0.0578263422778739,143562,0.0489577358351583,139949,0.0477256249731445,161635,0.0551210183176315,75105,0.0256124235514939,75364,0.0257007481330775,164668,0.0561553366803461,142891,0.0487289103747622,62214,0.0212163147437939,75486,0.0257423527622404
